source,agency_id,agency_name,agency_slug,agency_address,agency_location,public_profile_hint,agents_seen,verified_agents,superagents_seen,active_properties_proxy,sale_properties_proxy,rent_properties_proxy,commercial_properties_proxy,languages,areas,mobile_whatsapp_samples,agent_email_samples,lead_score,priority,pain_signal,recommended_channel
propertyfinder,7975,Souq Real Estate LLC - RAK,souq-real-estate-llc-rak-8101,"Office 06, Building 01, Khuzam, Real Estate Row, Next to Down Town Real Estate, Ras Al Khaimah, PO Box 0000",Ras Al Khaimah,https://www.propertyfinder.ae/en/broker/souq-real-estate-llc-rak-8101,1,1,1,47,37,8,2,Arabic; English; French,Al Hamra Village; Al Marjan Island; Mina Al Arab,+971567117094,salamehdavid85@GMAIL.COM,60,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5703,IMPERA PROPERTIES,impera-properties-5829,"Office Level 3, Office 2, Building Boulevard Plaza Tower 1, Downtown Dubai, Boulevard Plaza, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/impera-properties-5829,1,1,1,41,1,2,38,English; Romanian,Dubai Media City; Sheikh Zayed Road; World Trade Center,+971552302309,adriana@impera.ae,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7481,Prime Location Properties,prime-location-properties-7607,"Office Building 8, Building Golden Mile 8, Palm Jumeirah, Golden Mile 8, Dubai, PO Box Building 8",Dubai,https://www.propertyfinder.ae/en/broker/prime-location-properties-7607,1,1,1,41,39,0,2,English,Dubai Harbour; Dubai Marina; Palm Jumeirah,+971565203469,hello@primelp.com,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7037,Huspy Dubai,huspy-dubai-7163,"Office 7th Floor, Building The Bay Gate, Business Bay, NA, Dubai, PO Box NA",Dubai,https://www.propertyfinder.ae/en/broker/huspy-dubai-7163,2,2,2,37,21,16,0,Arabic; English; Turkish,Business Bay; Downtown Dubai; Maritime City; Palm Jumeirah,+971585916111; +971501039074,charlie.wardale@huspy.io; youssef.nabulsi@huspy.io,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,11442,KULM EXCLUSIVE PROPERTIES - AUH,kulm-exclusive-properties-auh-11571,"Office #6, Haibu Space, Building Abu Dhabi Mall, Al Zahiyah, Al Marina Street, Abu Dhabi, PO Box -",Abu Dhabi,https://www.propertyfinder.ae/en/broker/kulm-exclusive-properties-auh-11571,1,1,1,43,38,0,5,English; Italian; Russian,Al Reem Island; Saadiyat Island; Yas Island,+971567448449,ngrachev@kulm-group.com,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4621,Falcon Properties Real Estate FZ-LLC - RAK,falcon-properties-real-estate-fz-llc-rak-4747,"Office Office 2706, Building Julphar Towers, Dafan Al Nakheel, Dafan Al Nakheel, Ras Al Khaimah, PO Box 000",Ras Al Khaimah,https://www.propertyfinder.ae/en/broker/falcon-properties-real-estate-fz-llc-rak-4747,1,1,1,44,25,1,18,Arabic; English,Al Hamra Village; Al Marjan Island; Sharjah Industrial Area,+971508282606,Ahmed@falconproperties-re.com,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8106,ECOLIVING REAL ESTATE L.L.C,ecoliving-real-estate-l-l-c-8232,"Office N/A, Building N/A, Business Bay, N/A, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/ecoliving-real-estate-l-l-c-8232,1,1,1,41,24,15,2,Arabic; English,Business Bay; Dubai Hills Estate; Mohammed Bin Rashid City,+971506510067,farah.badayneh@gmail.com,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4462,G P G Global Real Estate Brokerage,g-p-g-global-real-estate-brokerage-4588,"Office Office 1109, Building The Regal Tower, Business Bay, BB, Dubai, PO Box 1005853518",Dubai,https://www.propertyfinder.ae/en/broker/g-p-g-global-real-estate-brokerage-4588,1,1,1,40,10,0,30,English; Hindi,Business Bay; Jumeirah Village Circle; Motor City,+971542068414,enquiries@globalporpertygroup.co,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,1336,R E M REAL ESTATE MANAGEMENT LLC,r-e-m-real-estate-management-llc-1435,"Office 07, Building Lagoon B-17, Mina Al Arab, Mina Al Arab, Ras Al Khaimah, PO Box 000",Ras Al Khaimah,https://www.propertyfinder.ae/en/broker/r-e-m-real-estate-management-llc-1435,1,1,1,43,31,12,0,Arabic; English; Italian; Romanian; Spanish,Al Marjan Island; Mina Al Arab,+971503712171,ella@rem-property.com,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6968,Own First Real Estate L.L.C,own-first-real-estate-l-l-c-7094,"Office 2107, Building Iris bay tower, Business Bay, Marasi Drive, Dubai, PO Box na",Dubai,https://www.propertyfinder.ae/en/broker/own-first-real-estate-l-l-c-7094,1,1,1,44,2,42,0,Arabic; English,Al Aweer; Al Barsha; Al Mizhar,+971528299511,OwnFirstRE@gmail.com,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,906,Crompton Partners Estate Agents AUH,crompton-partners-estate-agents-auh-1007,"Office 8, Building Zayed Stadium, Zayed Sports City, Zayed Sports City, Abu Dhabi,",Abu Dhabi,https://www.propertyfinder.ae/en/broker/crompton-partners-estate-agents-auh-1007,2,2,2,39,18,21,0,English; Italian; Russian,Al Reem Island; Saadiyat Island; Yas Island,+971585801289; +971564340890,olley.sez@cromptonpartners.com; sharon.aili@cromptonpartners.com,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9786,AL RWAFID REAL ESTATE L.L.C,al-rwafid-real-estate-l-l-c-9912,"Office 906, Building horizon, Al Rashidiya, Horizon Tower 906, Ajman,",Ajman,https://www.propertyfinder.ae/en/broker/al-rwafid-real-estate-l-l-c-9912,1,1,1,41,1,17,23,Arabic; English,Ajman Downtown; Al Jurf Industrial; Al Nuaimiya,+971565514543,alrwafidmahmoud@gmail.com,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5568,Baron Luxe Real Estate LLC,baron-luxe-real-estate-llc-5694,"Office 2470B, Building Business central towers, Dubai Media City, dubai, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/baron-luxe-real-estate-llc-5694,1,1,1,41,12,29,0,Dutch; English,Dubai Harbour,+971585267058,vicky@blre.ae,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4069,fam Real Estate Broker - Mudon,fam-properties-branch-4-4195,"Office G2, Building Mudon Community Center, Mudon, Mudon, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/fam-properties-branch-4-4195,1,1,0,75,18,57,0,Arabic; English,Al Barsha; Barsha Heights (Tecom); Dubai Science Park,+971586680446,osama.abed@famproperties.com,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7498,DREAMLAND REAL ESTATE BROKERAGE,dreamland-real-estate-brokerage-7624,"Office 908, Building Tamani Arts Building, Business Bay, ., Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/dreamland-real-estate-brokerage-7624,1,1,1,43,19,6,18,Arabic; English,Al Barsha; Jebel Ali; Ras Al Khor,+971502600004,ali@dreamlanddubai.ae,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6111,City Square Properties,city-square-properties-6237,"Office 1007, Building Exchange Tower, Business Bay, NA, Dubai, PO Box NA",Dubai,https://www.propertyfinder.ae/en/broker/city-square-properties-6237,1,1,1,43,16,26,1,Arabic; English; French,Dubai Hills Estate; Jumeirah Village Circle; Palm Jumeirah,+971507847027,rita@citysquareproperties.ae,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10207,IZKA REAL ESTATE L.L.C,izka-real-estate-l-l-c-10333,"Office 2, Building 1, Motor City, 3, Dubai, PO Box 0",Dubai,https://www.propertyfinder.ae/en/broker/izka-real-estate-l-l-c-10333,1,1,1,40,18,22,0,English; Punjabi,Dubai Creek Harbour (The Lagoons); Dubai Hills Estate; Jumeirah Village Circle,+971524798755,malic.waqas123@gmail.com,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7136,Throne Properties,throne-properties-7262,"Office office #208, Building 2020 Building, Al Quoz, Office: M Floor, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/throne-properties-7262,1,1,1,41,38,2,1,English; Hindi; Punjabi; Urdu,Damac Hills 2; Dubai Investment Park (DIP); Dubai Land,+971586411830,sarmad@throneproperties.ae,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8284,LIVRICHY REAL ESTATE BROKERAGE LLC,livrichy-real-estate-brokerage-llc-8410,"Office 701, Building Park Heights Square 1, Dubai Hills Estate, ,, Dubai, PO Box N/A",Dubai,https://www.propertyfinder.ae/en/broker/livrichy-real-estate-brokerage-llc-8410,1,1,1,40,9,31,0,Arabic; English,City Walk; Dubai Harbour; Zabeel,+971505606599,henry.m@livrichy.com,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10054,NORDIC CREST REAL ESTATE,nordic-crest-real-estate-10180,"Office 1709, Building Goldcrest Executive Tower, Cluster C,, Jumeirah Lake Towers, 1709, Dubai, PO Box NA",Dubai,https://www.propertyfinder.ae/en/broker/nordic-crest-real-estate-10180,1,1,1,41,14,27,0,English,Arjan; Business Bay; Dubai Festival City,+971563325076,info@nordiccrestrealty.ae,59,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,269,Top Class Real Estate Broker L.L.C,top-class-real-estate-broker-l-l-c-346,"Office Office 204, Building Cayan Business Center, Barsha Heights (Tecom), ,, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/top-class-real-estate-broker-l-l-c-346,2,2,2,31,17,14,0,English; Hindi; Punjabi; Romanian; Spanish,Damac Lagoons; Downtown Dubai; Dubai Creek Harbour (The Lagoons); Dubai Land; Jumeirah Village Triangle,+971558830813; +971507187585,alex@tcre.ae; raj@tcre.ae,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7330,Luxury Experts Real Estate,luxury-experts-real-estate-7456,"Office 30C, Building iRIse Tower, Barsha Heights (Tecom), -, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/luxury-experts-real-estate-7456,1,1,1,39,4,35,0,English; Persian/Farsi; Russian; Uzbek,Dubai Marina; Palm Jumeirah,+971585846458,rustam@luxuryxperts.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5366,LUXURY RESIDENCES REAL ESTATE LLC,luxury-residences-real-estate-llc-5492,"Office 410, Building Onyx Tower 2, The Greens, Al Thanyah Third, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/luxury-residences-real-estate-llc-5492,2,2,2,33,22,11,0,English,DIFC; Downtown Dubai; Palm Jumeirah,+971502540288; +971564530078,info.1@luxuryresidences.com; sabeeha.bham@luxuryresidences.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7408,Luxe Finder Real Estate,luxe-finder-real-estate-7534,"Office 136, Building Kia Flagship, Al Quoz, Sheikh Zayed Rd, Dubai, PO Box N/A",Dubai,https://www.propertyfinder.ae/en/broker/luxe-finder-real-estate-7534,1,1,1,38,28,1,9,English; Hindi,Aljada; Business Bay; Dubai Land,+971567462746,connect@luxefinder.ae,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12094,THE FOUNDRY REAL ESTATE BROKERAGE L.L.C,the-foundry-real-estate-brokerage-l-l-c-12223,"Office ........., Building .........., Bur Dubai, ----------, Dubai, PO Box ........",Dubai,https://www.propertyfinder.ae/en/broker/the-foundry-real-estate-brokerage-l-l-c-12223,1,1,1,39,30,9,0,Arabic; English; French; Spanish,Al Barari; Business Bay; Dubai Land,+971585131837,info@thefoundryrealty.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4253,fam Real Estate Broker - Emirates Living,fam-properties-branch-9-4379,"Office 303 - 304, Building Bay Square - Building 13, Business Bay, ,, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/fam-properties-branch-9-4379,2,2,2,34,28,5,1,English; Hindi; Urdu,Arabian Ranches 3; Business Bay; Dubai Hills Estate; Dubai Land; Mohammed Bin Rashid City,+971569551551,momin@famproperties.com; zulaikha@famproperties.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2753,Al Bishri Real Estate,al-bishri-real-estate-2879,"Office 645, Building Tamani Arts Offices Tower, Business Bay, Al Asayel Street, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/al-bishri-real-estate-2879,1,1,1,37,27,10,0,Arabic; English,Dubai Harbour; Dubai Hills Estate; Dubai Marina,+971555338823,mohamad@albishrire.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5741,Four Apple Real Estate - Business Bay,four-apple-real-estate-business-bay-5867,,Dubai,https://www.propertyfinder.ae/en/broker/four-apple-real-estate-business-bay-5867,1,1,1,38,16,15,7,English,Business Bay; Dubai Hills Estate; Mohammed Bin Rashid City,+971522437443,sunain@fourapplerealestate.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9083,Allsopp & Allsopp Private Office,allsopp-allsopp-private-office-9209,"Office Floor 30, Motor City, Detroit Rd, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/allsopp-allsopp-private-office-9209,4,4,4,24,23,0,1,English,Al Barari; Al Wasl; Arabian Ranches; Mohammed Bin Rashid City; Palm Jebel Ali; Palm Jumeirah; Sheikh Zayed Road; Tilal Al Ghaf,+971528427032; +971564946969; +971585489007; +971585874056,charlie@allsoppandallsopp.com; george.c@allsoppandallsopp.com; l.day@allsoppandallsopp.com; devin@allsoppandallsopp.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5396,Allsopp & Allsopp - Arabian Ranches Sales,allsopp-allsopp-arabian-ranches-sales-5522,"Office Floor 30, Building Control Tower, Motor City, Detroit Rd, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/allsopp-allsopp-arabian-ranches-sales-5522,3,3,3,27,27,0,0,English,Arabian Ranches; Dubai Land; Jumeirah Golf Estates; Palm Jebel Ali; Reem; The Springs,+971504298414; +971585132636; +971568545961,robert@allsoppandallsopp.com; jack.h@allsoppandallsopp.com; danny@allsoppandallsopp.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4707,Edifice Brokerage,edifice-brokerage-4833,"Office A-05, Building Al Saqr Business Tower, DIFC, Sheikh Zayed road, 23 street, Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/edifice-brokerage-4833,1,1,1,35,23,12,0,English,Business Bay; DIFC; Palm Jumeirah,+971562195566,edward@edificebrokerage.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4262,Pacific Homes FZ-LLC,pacific-homes-fz-llc-4388,"Office F-1, Building T-2, Al Jazirah Al Hamra, RAKEZ, Al Hamra, Ras Al Khaimah,",Ras Al Khaimah,https://www.propertyfinder.ae/en/broker/pacific-homes-fz-llc-4388,1,1,1,35,18,17,0,English; Hindi; Urdu,Al Hamra Village; Al Marjan Island; Mina Al Arab,+971527977185,Rim@pacific-uae.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4436,PropertyShoma Real Estate,propertyshoma-real-estate-4562,"Office 1609, Building Prism Tower, Business Bay, 00, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/propertyshoma-real-estate-4562,1,1,1,37,14,19,4,English; Persian/Farsi,Business Bay; Jumeirah Beach Residence; Palm Jumeirah,+971505528892,M.sharifi@propertyshoma.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12158,Better Homes - Local Division,better-homes-local-division-12287,"Office Floor 42, Building Vision Tower, Business Bay, Al A'amal Street, Dubai",Dubai,https://www.propertyfinder.ae/en/broker/better-homes-local-division-12287,2,2,2,30,18,12,0,Arabic; English; French; Romanian; Spanish,Al Barsha; Jumeirah; Maritime City; Mirdif; Umm Suqeim,+971545835004,toni.aboujaoude@bhomes.com; simona.barbulescu@bhomes.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4802,Open Home Properties L.L.C.,open-home-properties-l-l-c-4928,"Office 21, Building Business Avenue, Al Salam Street, Salam Street, Abu Dhabi,",Abu Dhabi,https://www.propertyfinder.ae/en/broker/open-home-properties-l-l-c-4928,3,3,3,29,28,1,0,Arabic; English,Al Reem Island; Al Shamkha; Khalifa City; Saadiyat Island; Yas Island,+971564105369,hamza@ohp-abudhabi.com; ohpuser26-abudhabi@hotmail.com; ohpuser9-abudhabi@hotmail.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6133,MASAR ALAMEEN REAL ESTATE L.L.C,masar-alameen-real-estate-l-l-c-6259,"Office 1704, Building Future Tower - Ground floor, Business Bay, BB Street, Dubai, PO Box 000",Dubai,https://www.propertyfinder.ae/en/broker/masar-alameen-real-estate-l-l-c-6259,1,1,1,36,14,22,0,Arabic; English,Business Bay; Jumeirah Village Circle; Mohammed Bin Rashid City,+971524682020,mahmoud@mare.ae,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,3828,Allegiance Real Estate,allegiance-real-estate-3954,"Office 28, Building Control Tower, Motor City, Motor City, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/allegiance-real-estate-3954,1,1,1,37,25,12,0,Arabic; English,Downtown Dubai; Dubai Creek Harbour (The Lagoons); Jumeirah Village Circle,+971501665957,marketing@allegiance.ae,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2428,Classic Properties Real Estate,classic-properties-real-estate-2556,"Office 509-5011, Building Clover Bay, Business Bay, BB, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/classic-properties-real-estate-2556,1,1,0,73,66,4,3,English; Hindi; Telugu,DIFC; Dubai Land; Mohammed Bin Rashid City,+971562899166,info@classicproperties.ae,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,421,House Hunters Real Estate,house-hunters-real-estate-508,"Office F01, First Floor, Building Union Coop Building, Motor City, ,, Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/house-hunters-real-estate-508,3,3,3,28,19,9,0,English; Romanian,Arabian Ranches; Arabian Ranches 2; Arabian Ranches 3; Downtown Dubai; Dubai Sports City; Motor City,+971502427380; +971509292825; +971509039126,adrian@househuntersdubai.com; nadia@househuntersdubai.com; angela@househuntersdubai.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4675,Mamari Real Estate L.L.C,mamari-real-estate-l-l-c-4801,"Office Office Number 24, Building Mezzanine Floor, Palm Jumeirah, Golden Mile 2, Dubai, PO Box 000",Dubai,https://www.propertyfinder.ae/en/broker/mamari-real-estate-l-l-c-4801,1,1,1,36,18,18,0,English; Swedish,Dubai Marina; Jumeirah Beach Residence; Palm Jumeirah,+971585523942,sebastian@mamariestates.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4046,Rose Island Real estate,rose-island-real-estate-4172,"Office 2nd Floor, Building Al Zubara Building, Al Salam Street, Salam Street, Abu Dhabi, PO Box 000",Abu Dhabi,https://www.propertyfinder.ae/en/broker/rose-island-real-estate-4172,2,1,2,32,31,1,0,Arabic; English; French; Italian,Al Reem Island; Saadiyat Island; Yas Island,+971500999512,roseislandre2020@gmail.com; loicroseisland@gmail.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2606,LuxuryProperty.com,luxuryproperty-com-2732,"Office 204, Building Bay Square - Building 2, Business Bay, n/a, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/luxuryproperty-com-2732,3,3,3,27,24,3,0,Czech; English; Slovak,Downtown Dubai; Dubai Marina; Jumeirah; Mohammed Bin Rashid City; Palm Jumeirah,+971585097626,kristina@luxuryproperty.com; ryan@luxuryproperty.com; philip.moore@luxuryproperty.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10265,SMY LIVINGS REAL ESTATE L.L.C,smy-livings-real-estate-l-l-c-10391,"Office roof floor, Building MSM building 2, Business Bay, Al Safa First, SZR, Dubai, PO Box 0000",Dubai,https://www.propertyfinder.ae/en/broker/smy-livings-real-estate-l-l-c-10391,1,1,1,37,31,5,1,English; Italian; Russian; Spanish; Ukrainian,Al Wasl; Dubai Hills Estate; Palm Jumeirah,+971502622676,y.ryzhenko@smylivings.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10764,SHZ REAL ESTATE L.L.C,shz-real-estate-l-l-c-10890,"Office 2301, Building The Prism Tower, Business Bay, ., Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/shz-real-estate-l-l-c-10890,1,1,1,39,30,9,0,Arabic; English,Dubai Investment Park (DIP); Dubai South (Dubai World Central),+971556560397,samer@shzrealestate.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5076,Blue  Crown Real Estate,blue-crown-real-estate-5202,"Office 403, Building Abu Shagara, Al Nahda, 104 Durath al tawash building Abushagara grocery s/b Opp maroof grocery Near km trading Abushagara, Sharjah,",Sharjah,https://www.propertyfinder.ae/en/broker/blue-crown-real-estate-5202,1,1,1,36,5,31,0,English; Urdu,Business Bay; Jumeirah Lake Towers; Mohammed Bin Rashid City,+971501687996,bluecrown7996@gmail.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12845,MAVRIX LUXURY PROPERTIES L.L.C,mavrix-luxury-properties-l-l-c-v2-12845,"Office ., Building ., Business Bay, ., Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/mavrix-luxury-properties-l-l-c-v2-12845,1,1,1,35,14,19,2,English; German; Persian/Farsi; Russian,Business Bay; Downtown Dubai; Mohammed Bin Rashid City,+971581182478,p.kudina@mavrixproperties.ae,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,13357,Imran Real Estate FZE LLC,imran-real-estate-fze-llc-v2-13357,"Office Business Center, Building 03, Sharjah Airport freezone (SAIF), Free Zone ST, Sharjah,",Sharjah,https://www.propertyfinder.ae/en/broker/imran-real-estate-fze-llc-v2-13357,1,1,0,74,7,66,1,English; Hindi; Urdu,Al Badie; Al Taawun; Tilal City,+971563241605,rubinaschpk@gmail.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7372,Irwin Real Estate L.L.C,irwin-real-estate-l-l-c-7498,"Office First Floor, Building 104 Park Heights Square 2, Dubai Hills Estate, Al Khail Rd, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/irwin-real-estate-l-l-c-7498,1,1,1,39,10,29,0,English,Arabian Ranches 3; Dubai Hills Estate; Jumeirah Village Circle,+971545104004,luqman@irwinestates.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8385,K D K REAL ESTATE L.L.C,k-d-k-real-estate-l-l-c-8511,"Office 405-A, Building Prime Business Centre, Jumeirah Village Circle, Prime Business Center, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/k-d-k-real-estate-l-l-c-8511,1,1,1,36,3,33,0,English; Hindi; Urdu,Al Barari; Arabian Ranches 3; Tilal Al Ghaf,+971554596901,sanober@kdkrealestate.ae,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5577,ELIT STROY PROPERTY L.L.C,elit-stroy-property-l-l-c-5703,"Office Office 501, Building Onyx Tower 2, The Greens, The Onyx Towers, Dubai, PO Box 00000",Dubai,https://www.propertyfinder.ae/en/broker/elit-stroy-property-l-l-c-5703,1,1,1,37,18,19,0,English; Russian,Business Bay; Dubai Harbour; Palm Jumeirah,+971509839295,office@elitstroyproperty.ae,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12598,PAMA ESTATES L.L.C,pama-estates-l-l-c-12727,"Office ., Building ., Business Bay, ., Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/pama-estates-l-l-c-12727,1,1,1,35,30,5,0,English; Polish,Dubai Media City; Mohammed Bin Rashid City; Palm Jumeirah,+971559003888,patryk@pamaestates.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5398,Lamaison Real Estate LLC,lamaison-real-estate-llc-5524,"Office 1201, P.O. Box:31991, Building Nissan Showroom Building, Al Najda Street, Najda Street, Abu Dhabi,",Abu Dhabi,https://www.propertyfinder.ae/en/broker/lamaison-real-estate-llc-5524,1,1,1,38,38,0,0,Arabic; English,Ghantoot; Saadiyat Island; Yas Island,+971502553641,sales4@lamaison-re.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6691,Moonstay LLC,moonstay-llc-6817,"Office Shop B9, Building Raha - Moonstay, Al Raha Beach, Al Faridah, Abu Dhabi,",Abu Dhabi,https://www.propertyfinder.ae/en/broker/moonstay-llc-6817,1,1,1,38,22,15,1,English; Portuguese; Spanish,Al Raha Beach; Saadiyat Island; Yas Island,+971566756164,fabio.sapateiro@moonstayad.com,58,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10761,Noble Assets Properties FZ - LLC,noble-assets-properties-fz-llc-10887,"Office Office G-15, Building RAKEZ Compass Coworking Centre, Al Jazirah Al Hamra, ., Ras Al Khaimah, PO Box .",Ras Al Khaimah,https://www.propertyfinder.ae/en/broker/noble-assets-properties-fz-llc-10887,1,1,1,32,29,3,0,English; German; Italian,Al Hamra Village; Al Marjan Island; Mina Al Arab,+971508801967,salvatore@napinvest.me,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4752,Luxe Haven Real Estate,luxe-haven-real-estate-4878,"Office 1206, Building Opal Tower, Business Bay, BB, Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/luxe-haven-real-estate-4878,1,1,1,30,25,5,0,English,Downtown Dubai; Emirates Hills; Mohammed Bin Rashid City,+971527903622,adeel@luxehaven.ae,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6158,Mirabella Properties,mirabella-properties-6284,"Office 01, Building Tulip Building, Jumeirah Golf Estates, NA, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/mirabella-properties-6284,2,2,2,29,15,14,0,English; Italian; Persian/Farsi,DAMAC Hills; Downtown Dubai; Dubai Hills Estate; Jumeirah Golf Estates,+971562269869; +971585346310,amir@mirabellaproperties.com; tom@mirabellaproperties.com,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
